
Total memory size: 393216 B, 384 KiB, 0 MiB

 Step    Time, s Interact/s  GFLOP/s
    0  8.136e+00  3.299e+07      0.6 (warm up)
    1  7.994e+00  3.358e+07      0.6 (warm up)
    2  7.998e+00  3.356e+07      0.6 (warm up)
    3  8.021e+00  3.347e+07      0.6 
    4  7.992e+00  3.359e+07      0.6 
    5  8.040e+00  3.339e+07      0.6 
    6  7.994e+00  3.358e+07      0.6 
    7  7.991e+00  3.359e+07      0.6 
    8  8.022e+00  3.346e+07      0.6 
    9  8.053e+00  3.333e+07      0.6 
   10  8.001e+00  3.355e+07      0.6 
   11  7.996e+00  3.357e+07      0.6 
   12  8.067e+00  3.327e+07      0.6 
-----------------------------------------------------
Average performance:             0.6 +- 0.0 GFLOP/s
-----------------------------------------------------
